1-2 toe syndactyly	HP:0010711
Hyperprolinemia	HP:0008358
Hyperprostaglandinuria	HP:0003527
Hyperproteinemia	HP:0002152
Hyperreflexia	HP:0001347
Hyperreflexia in upper limbs	HP:0007350
Hypersarcosinemia	HP:0010896
Hypersarcosinuria	HP:0010897
Hypersegmentation of neutrophil nuclei	HP:0004821
Hypersegmentation of proximal phalanx of second finger	HP:0006206
Hypersegmentation of proximal phalanx of third finger	HP:0011929
Hypersensitivity pneumonitis	HP:0006516
Hypersexuality	HP:0030214
Hypersomnia	HP:0100786
Hypersplenism	HP:0001971
Hypertaurinemia	HP:0500181
Hypertelorism	HP:0000316
Hypertension	HP:0000822
Hypertension associated with pheochromocytoma	HP:0002640
Hypertensive crisis	HP:0100735
Hypertensive retinopathy	HP:0001095
Hyperthreoninemia	HP:0003354
Hyperthreoninuria	HP:0003296
Hyperthyroidism	HP:0000836
Hypertonia	HP:0001276
Hypertonic dehydration	HP:0001986
Hypertrichosis	HP:0000998
Hypertrichotic hyperpigmented patch	HP:0033190
Hypertriglyceridemia	HP:0002155
Hypertrophic auricular cartilage	HP:0008608
Hypertrophic cardiomyopathy	HP:0001639
Hypertrophic nerve changes	HP:0003382
Hypertrophy of skin of soles	HP:0007403
Hypertrophy of the lower limb	HP:0010496
Hypertrophy of the upper limb	HP:0010484
Hypertrophy of the urinary bladder	HP:0008635
Hypertropia	HP:0025586
Hypertyrosinemia	HP:0003231
Hyperuricemia	HP:0002149
Hyperuricosuria	HP:0003149
Hypervalinemia	HP:0010910
Hyperventilation	HP:0002883
Hyperxanthinemia	HP:0010933
Hyphema	HP:0011886
Hypnagogic hallucinations	HP:0002519
Hypnopompic hallucinations	HP:0006896
Hypoalbuminemia	HP:0003073
Hypoammonemia	HP:0100493
Hypoamylasemia	HP:0410289
Hypoargininemia	HP:0005961
Hypoautofluorescent macular lesion	HP:0030632
Hypoautofluorescent retinal lesion	HP:0025159
Hypocalcemia	HP:0002901
Hypocalcemic seizures	HP:0002199
Hypocalcemic tetany	HP:0003472
Hypocalcification of dental enamel	HP:0011084
Hypocalciuria	HP:0003127
Hypocapnia	HP:0012417
Hypochloremia	HP:0003113
Hypochloremic metabolic alkalosis	HP:0005977
Hypocholesterolemia	HP:0003146
Hypochromia	HP:0032231
Hypochromic anemia	HP:0001931
Hypochromic microcytic anemia	HP:0004840
Hypocitraturia	HP:0012405
Hypocystinemia	HP:0500152
Hypodeviation	HP:0025588
Hypodontia	HP:0000668
Hypodysplasia of the corpus callosum	HP:0006849
Hypoesthesia	HP:0033748
Hypofibrinogenemia	HP:0011900
Hypogeusia	HP:0000224
Hypoglutaminemia	HP:0500147
Hypoglycemia	HP:0001943
Hypoglycemic coma	HP:0001325
Hypoglycemic encephalopathy	HP:0006929
Hypoglycemic seizures	HP:0002173
Hypoglycinemia	HP:0012277
Hypoglycorrhachia	HP:0011972
Hypoglycosylation of alpha-dystroglycan	HP:0030046
Hypogonadism	HP:0000135
Hypogonadotropic hypogonadism	HP:0000044
Hypohidrosis	HP:0000966
Hypohidrosis or hyperhidrosis	HP:0007550
Hypohidrotic ectodermal dysplasia	HP:0007607
Hypoinsulinemia	HP:0040216
Hypointensity of cerebral white matter on MRI	HP:0007103
Hypokalemia	HP:0002900
Hypokalemic alkalosis	HP:0001949
Hypokalemic hypochloremic metabolic alkalosis	HP:0004909
Hypokalemic metabolic alkalosis	HP:0001960
Hypoketotic hypoglycemia	HP:0001985
Hypokinesia	HP:0002375
Hypolipidemia	HP:0045014
Hypolipoproteinemia	HP:0010981
Hypomagnesemia	HP:0002917
Hypomanganesemia	HP:0032098
Hypomature dental enamel	HP:0011085
Hypomelanotic macule	HP:0009719
Hypomethioninemia	HP:0003658
Hypometric horizontal saccades	HP:0007975
Hypometric saccades	HP:0000571
Hypomimic face	HP:0000338
Hyponasal speech	HP:0100271
Hyponatremia	HP:0002902
Hypoornithinemia	HP:0500163
Hypoparathyroidism	HP:0000829
Hypoperistalsis	HP:0100771
Hypophosphatemia	HP:0002148
Hypophosphatemic rickets	HP:0004912
Hypophosphaturia	HP:0012365
Hypopigmentation of hair	HP:0005599
Hypopigmentation of the fundus	HP:0007894
Hypopigmentation of the skin	HP:0001010
Hypopigmented macule	HP:0020073
Hypopigmented skin patches	HP:0001053
Hypopigmented skin patches on arms	HP:0007526
Hypopituitarism	HP:0040075
Hypoplasia of deltoid muscle	HP:0030241
Hypoplasia of eyelid	HP:0430009
Hypoplasia of facial musculature	HP:0004660
Hypoplasia of first ribs	HP:0006657
Hypoplasia of lymphatic vessels	HP:0003759
Hypoplasia of mandible relative to maxilla	HP:0410219
Hypoplasia of olfactory tract	HP:0007036
Hypoplasia of penis	HP:0008736
Hypoplasia of proximal fibula	HP:0006442
Hypoplasia of proximal radius	HP:0006434
Hypoplasia of right ventricle	HP:0004762
Hypoplasia of teeth	HP:0000685
Hypoplasia of the abdominal wall musculature	HP:0005247
Hypoplasia of the anterior nasal spine	HP:0010666
Hypoplasia of the antihelix	HP:0009739
Hypoplasia of the bladder	HP:0005343
Hypoplasia of the brainstem	HP:0002365
Hypoplasia of the calcaneus	HP:0012789
Hypoplasia of the capital femoral epiphysis	HP:0003090
Hypoplasia of the ciliary body	HP:0007774
Hypoplasia of the cochlea	HP:0008586
Hypoplasia of the corpus callosum	HP:0002079
Hypoplasia of the dental root	HP:0040221
Hypoplasia of the ear cartilage	HP:0100720
Hypoplasia of the epiglottis	HP:0005349
Hypoplasia of the fallopian tube	HP:0008697
Hypoplasia of the femoral head	HP:0008802
Hypoplasia of the fovea	HP:0007750
Hypoplasia of the frontal bone	HP:0005466
Hypoplasia of the frontal lobes	HP:0007333
Hypoplasia of the iris	HP:0007676
Hypoplasia of the lacrimal punctum	HP:0007892
Hypoplasia of the lesser trochanter	HP:0008801
Hypoplasia of the lower eyelids	HP:0007697
Hypoplasia of the maxilla	HP:0000327
Hypoplasia of the musculature	HP:0009004
Hypoplasia of the nasal bone	HP:0004646
Hypoplasia of the odontoid process	HP:0003311
Hypoplasia of the olfactory bulb	HP:0040326
Hypoplasia of the optic tract	HP:0007096
Hypoplasia of the ovary	HP:0008724
Hypoplasia of the phalanges of the toes	HP:0010746
Hypoplasia of the pharynx	HP:0009555
Hypoplasia of the pons	HP:0012110
Hypoplasia of the premaxilla	HP:0010650
Hypoplasia of the primary teeth	HP:0006334
Hypoplasia of the prostate	HP:0008687
Hypoplasia of the pyramidal tract	HP:0007348
Hypoplasia of the radius	HP:0002984
Hypoplasia of the retina	HP:0007770
Hypoplasia of the semicircular canal	HP:0011382
Hypoplasia of the thymus	HP:0000778
Hypoplasia of the tooth germ	HP:0006353
Hypoplasia of the ulna	HP:0003022
Hypoplasia of the uterus	HP:0000013
Hypoplasia of the vagina	HP:0008726
Hypoplasia of the ventral pons	HP:0006850
Hypoplasia of the zygomatic bone	HP:0010669
Hypoplastic 5th lumbar vertebrae	HP:0008424
Hypoplastic acetabulae	HP:0003274
Hypoplastic anemia	HP:0001908
Hypoplastic anterior commissure	HP:0030303
Hypoplastic anterior limbs of the internal capsule	HP:0034051
Hypoplastic aortic arch	HP:0012304
Hypoplastic areola	HP:0100853
Hypoplastic cervical vertebrae	HP:0008434
Hypoplastic coccygeal vertebrae	HP:0008447
Hypoplastic dermoepidermal hemidesmosomes	HP:0020117
Hypoplastic distal humeri	HP:0005025
Hypoplastic distal radial epiphyses	HP:0006386
Hypoplastic facial bones	HP:0002692
Hypoplastic female external genitalia	HP:0012815
Hypoplastic fifth fingernail	HP:0008398
Hypoplastic fifth toenail	HP:0011937
Hypoplastic fingernail	HP:0001804
Hypoplastic frontal sinuses	HP:0002738
Hypoplastic heart	HP:0001961
Hypoplastic helices	HP:0008589
Hypoplastic hippocampus	HP:0025517
Hypoplastic ilia	HP:0000946
Hypoplastic iliac body	HP:0008824
Hypoplastic iliac wing	HP:0002866
Hypoplastic inferior ilia	HP:0008821
Hypoplastic inferior pubic rami	HP:0008823
Hypoplastic iris stroma	HP:0007990
Hypoplastic ischia	HP:0003175
Hypoplastic ischiopubic rami	HP:0008822
Hypoplastic labia majora	HP:0000059
Hypoplastic labia minora	HP:0000064
Hypoplastic lacrimal duct	HP:0007900
Hypoplastic left atrium	HP:0005156
Hypoplastic left heart	HP:0004383
Hypoplastic male external genitalia	HP:0000050
Hypoplastic nasal bridge	HP:0005281
Hypoplastic nasal septum	HP:0005104
Hypoplastic nasal tip	HP:0005278
Hypoplastic nipples	HP:0002557
Hypoplastic olfactory lobes	HP:0006894
Hypoplastic pelvis	HP:0008839
Hypoplastic philtrum	HP:0005326
Hypoplastic pilosebaceous units	HP:0007515
Hypoplastic pubic bone	HP:0003173
Hypoplastic pubic rami	HP:0008830
Hypoplastic pulmonary veins	HP:0005304
Hypoplastic radial head	HP:0003997
Hypoplastic right heart	HP:0010954
Hypoplastic sacral vertebrae	HP:0008475
Hypoplastic sacrum	HP:0004590
Hypoplastic scapulae	HP:0000882
Hypoplastic spinal processes	HP:0008460
Hypoplastic spleen	HP:0006270
Hypoplastic superior helix	HP:0008559
Hypoplastic sweat glands	HP:0007387
Hypoplastic thumbnail	HP:0012553
Hypoplastic toenails	HP:0001800
Hypoplastic tricuspid valve	HP:0011573
Hypoplastic vertebral bodies	HP:0008479
Hypoplastic-absent sebaceous glands	HP:0007411
Hypopnea	HP:0040213
Hypoproteinemia	HP:0003075
Hypoproteinemic edema	HP:0007609
Hyporeflective spaces on macular OCT	HP:0030625
Hyporeflexia	HP:0001265
Hyporeflexia of lower limbs	HP:0002600
Hyporeflexia of upper limbs	HP:0012391
Hyposegmentation of neutrophil nuclei	HP:0011447
Hyposerinemia	HP:0012279
Hyposmia	HP:0004409
Hypospadias	HP:0000047
Hyposthenuria	HP:0003158
Hypotaurinemia	HP:0500182
Hypotelorism	HP:0000601
Hypotension	HP:0002615
Hypothalamic atrophy	HP:0025058
Hypothalamic gonadotropin-releasing hormone deficiency	HP:0003164
Hypothalamic hamartoma	HP:0002444
Hypothalamic hypothyroidism	HP:0008237
Hypothalamic luteinizing hormone-releasing hormone deficiency	HP:0012287
Hypothermia	HP:0002045
Hypothyroidism	HP:0000821
Hypotonia	HP:0001252
Hypotriglyceridemia	HP:0012153
Hypotrophy of the small hand muscles	HP:0006006
Hypotropia	HP:0025584
Hypouricemia	HP:0003537
Hypoventilation	HP:0002791
Hypovolemia	HP:0011106
Hypovolemic shock	HP:0031274
Hypoxemia	HP:0012418
Hypsarrhythmia	HP:0002521
Ichthyosis	HP:0008064
Ichthyosis follicularis	HP:0031291
IgA deposition in the glomerulus	HP:0000794
Ileal atresia	HP:0011102
Ileal ulcer	HP:0032024
Ileitis	HP:0032564
Ileoileal intussusception	HP:0033309
Ileus	HP:0002595
Iliac arterial calcification	HP:0031304
Iliac artery aneurysm	HP:4000067
Iliac crest serration	HP:0008786
Iliac horns	HP:0009780
Imbalanced hemoglobin synthesis	HP:0005560
Immotile cilia	HP:0012263
Immotile sperm	HP:0012208
Immune dysregulation	HP:0002958
Immunodeficiency	HP:0002721
Immunologic hypersensitivity	HP:0100326
Impacted tooth	HP:0011079
Impaired ADP-induced platelet aggregation	HP:0004866
Impaired Ig class switch recombination	HP:0002959
Impaired T cell function	HP:0005435
Impaired ability to dress oneself	HP:0031060
Impaired ability to form peer relationships	HP:0000728
Impaired antigen-specific response	HP:0031404
Impaired arachidonic acid-induced platelet aggregation	HP:0011870
Impaired clot retraction	HP:0031126
Impaired collagen-induced platelet aggregation	HP:0008320
Impaired continence	HP:0031064
Impaired convergence	HP:0000619
Impaired cortisol response to insulin stimulation test	HP:0031076
Impaired distal proprioception	HP:0006858
Impaired distal tactile sensation	HP:0006937
Impaired distal vibration sensation	HP:0006886
Impaired epinephrine-induced platelet aggregation	HP:0008148
Impaired executive functioning	HP:0033051
Impaired gluconeogenesis	HP:0005959
Impaired glucose tolerance	HP:0040270
Impaired growth-hormone response to glucagon stimulation test	HP:0031082
Impaired growth-hormone response to insulin stimulation test	HP:0031079
Impaired horizontal smooth pursuit	HP:0001151
Impaired lymphocyte transformation with phytohemagglutinin	HP:0003347
Impaired mastication	HP:0005216
Impaired memory B cell generation	HP:0002847
Impaired myocardial contractility	HP:0006670
Impaired nasal mucociliary clearance	HP:0031603
Impaired neutrophil bactericidal activity	HP:0011993
Impaired neutrophil chemotaxis	HP:0040238
Impaired ocular abduction	HP:0000634
Impaired ocular adduction	HP:0000542
Impaired oral bolus formation	HP:0031146
Impaired oropharyngeal swallow response	HP:0031162
Impaired oxidative burst	HP:0003203
Impaired pain sensation	HP:0007328
Impaired platelet aggregation	HP:0003540
Impaired proprioception	HP:0010831
Impaired pursuit initiation and maintenance	HP:0007668
Impaired reabsorption of chloride	HP:0005579
Impaired renal concentrating ability	HP:0004727
Impaired renal tubular reabsorption of bicarbonate	HP:4000010
Impaired renal uric acid clearance	HP:0004732
Impaired ristocetin-induced platelet aggregation	HP:0011871
Impaired sensitivity to thyroid hormone	HP:0002930
Impaired sensitivity to thyroid stimulating hormone	HP:0011789
Impaired smooth pursuit	HP:0007772
Impaired social interactions	HP:0000735
Impaired social reciprocity	HP:0012760
Impaired tactile sensation	HP:0010830
Impaired tandem gait	HP:0031629
Impaired temperature sensation	HP:0010829
Impaired thrombin-induced platelet aggregation	HP:0011872
Impaired thromboxane A2 agonist-induced platelet aggregation	HP:0011894
Impaired toileting ability	HP:0031061
Impaired urinary acidification	HP:0031033
Impaired vibration sensation at ankles	HP:0006938
Impaired vibration sensation in the lower limbs	HP:0002166
Impaired vibratory sensation	HP:0002495
Impaired visually enhanced vestibulo-ocular reflex	HP:0030183
Impaired visuospatial constructive cognition	HP:0010794
Impairment in personality functioning	HP:0031466
Impairment of activities of daily living	HP:0031058
Impairment of fructose metabolism	HP:0011033
Impairment of galactose metabolism	HP:0004915
Imperfect vocal cord adduction	HP:0005934
Imperforate atrioventricular valve	HP:0011574
Imperforate hymen	HP:0030011
Imperforate tricuspid valve	HP:0011575
Impotence	HP:0000802
Impulsivity	HP:0100710
Inability to walk	HP:0002540
Inability to walk by childhood/adolescence	HP:0006915
Inappropriate absence of fever	HP:0033104
Inappropriate antidiuretic hormone secretion	HP:0031218
Inappropriate behavior	HP:0000719
Inappropriate crying	HP:0030215
Inappropriate laughter	HP:0000748
Inappropriate sexual behavior	HP:0008768
Inappropriately normal thyroid-stimulating hormone level	HP:0033075
Incisional hernia	HP:0004872
Incisor macrodontia	HP:0011081
Incomitant strabismus	HP:0025068
Incomplete ossification of pubis	HP:0030042
Incomplete partition of the cochlea	HP:0011373
Incomplete partition of the cochlea type II	HP:0000376
Incomplete penetrance	HP:0003829
Incomprehensible speech	HP:0002546
Incoordination	HP:0002311
Increased B cell count	HP:0005404
Increased C-peptide level	HP:0030796
Increased CD4:CD8 ratio	HP:0033221
Increased CSF N-acetylaspartic acid concentration	HP:0032274
Increased CSF alanine concentration	HP:0500233
Increased CSF albumin concentration	HP:0500239
Increased CSF glycine concentration	HP:0500230
Increased CSF interferon alpha	HP:0009709
Increased CSF lactate	HP:0002490
Increased CSF lysine concentration	HP:0500208
Increased CSF protein	HP:0002922
Increased HDL cholesterol concentration	HP:0012184
Increased HbA2 hemoglobin	HP:0045048
Increased LDL cholesterol concentration	HP:0003141
Increased OCT-measured foveal thickness	HP:0030618
Increased QRS voltage	HP:0025075
Increased RBC distribution width	HP:0031965
Increased T cell count	HP:0100828
Increased T3/T4 ratio	HP:0012559
Increased VLDL cholesterol concentration	HP:0003362
Increased Z-disc width	HP:0033008
Increased adipose tissue	HP:0009126
Increased adipose tissue around the neck	HP:0000468
Increased alpha-globulin	HP:0005413
Increased anterioposterior diameter of thorax	HP:0005253
Increased antimullerian hormone level	HP:0031102
Increased arm span	HP:0012771
Increased aspartate family amino acid level in urine	HP:0033096
Increased axial length of the globe	HP:0007800
Increased basophil count	HP:0031807
Increased blood folate concentration	HP:0032164
Increased blood pressure	HP:0032263
Increased blood urea nitrogen	HP:0003138
Increased body mass index	HP:0031418
Increased body weight	HP:0004324
Increased bone density with cystic changes	HP:0005700
Increased bone mineral density	HP:0011001
Increased carotid artery intimal medial thickness	HP:0012273
Increased carrying angle	HP:0003102
Increased cellular sensitivity to UV light	HP:0003224
Increased cerebral lipofuscin	HP:0011813
Increased circulating 18-hydroxycortisone level	HP:0020200
Increased circulating ACTH level	HP:0003154
Increased circulating IgA level	HP:0003261
Increased circulating IgD level	HP:0410246
Increased circulating IgE level	HP:0003212
Increased circulating IgG level	HP:0003237
Increased circulating IgM level	HP:0003496
Increased circulating N-Acetylaspartic acid concentration	HP:0032273
Increased circulating NT-proBNP concentration	HP:0031185
Increased circulating T4 level	HP:0031506
Increased circulating androgen concentration	HP:0030348
Increased circulating androstenedione concentration	HP:0025380
Increased circulating antibody level	HP:0010702
Increased circulating apolipoprotein circulation	HP:0033460
Increased circulating beta-C-terminal telopeptide level	HP:0031425
Increased circulating chylomicron concentration	HP:0012238
Increased circulating corticosterone level	HP:0032362
Increased circulating cortisol level	HP:0003118
Increased circulating farnesol concentration	HP:0033083
Increased circulating ferritin concentration	HP:0003281
Increased circulating free T3	HP:0011788
Increased circulating free fatty acid level	HP:0030781
Increased circulating globulin level	HP:0032311
Increased circulating gonadotropin level	HP:0000837
Increased circulating guanosine concentration	HP:0033340
Increased circulating inosine concentration	HP:0033339
Increased circulating interleukin 10 concentration	HP:0033199
Increased circulating interleukin 6 concentration	HP:0030783
Increased circulating interleukin 8 concentration	HP:0033178
Increased circulating lactate dehydrogenase concentration	HP:0025435
Increased circulating osteocalcin level	HP:0031428
Increased circulating procalcitonin concentration	HP:0032308
Increased circulating progesterone	HP:0031216
Increased circulating prolactin concentration	HP:0000870
Increased circulating purine concentration	HP:0004368
Increased circulating renin level	HP:0000848
Increased circulating surfactant protein level	HP:0032094
Increased circulating thyroglobulin level	HP:0025484
Increased circulating troponin I concentration	HP:0410173
Increased circulating troponin T concentration	HP:0410174
Increased circulating very long-chain fatty acid concentration	HP:0033643
Increased connective tissue	HP:0009025
Increased corneal curvature	HP:0100692
Increased corneal thickness	HP:0011487
Increased cup-to-disc ratio	HP:0012796
Increased density of long bone diaphyses	HP:0006440
Increased density of long bones	HP:0006392
Increased endomysial connective tissue	HP:0100297
Increased erythrocyte protoporphyrin concentration	HP:0012187
Increased extraneuronal autofluorescent lipopigment	HP:0003463
Increased facial adipose tissue	HP:0000287
Increased factor IX activity	HP:0033061
Increased factor VIII activity	HP:0030977
Increased fecal bile acid	HP:0034043
Increased fecal calprotectin level	HP:0034056
Increased fecal coproporphyrin 1	HP:0033009
Increased fecal coproporphyrin 3	HP:0033010
Increased fecal porphyrin	HP:0032999
Increased female libido	HP:0030019
Increased fetal movement	HP:0010519
Increased fibular diameter	HP:0012107
Increased glucagon level	HP:0030688
Increased glutamine family amino acid level in urine	HP:0033093
Increased head circumference	HP:0040194
Increased hematocrit	HP:0001899
Increased hemoglobin	HP:0001900
Increased hemoglobin concentration	HP:0020063
Increased hepatic echogenicity	HP:0031141
Increased hepatic glycogen content	HP:0006568
Increased hepatocellular lipid droplets	HP:0006565
Increased iduronate sulfatase level	HP:0003538
Increased incisura length	HP:0031229
Increased inflammatory response	HP:0012649
Increased intervertebral space	HP:0030320
Increased intestinal transit time	HP:0410204
Increased intraabdominal fat	HP:0008993
Increased intracellular sodium	HP:0003575
Increased intracranial pressure	HP:0002516
Increased intramuscular fat	HP:0008985
Increased intramyocellular lipid droplets	HP:0012240
Increased jitter at single fiber EMG	HP:0030205
Increased laxity of ankles	HP:0006460
Increased laxity of fingers	HP:0006149
Increased level of 3-hydroxy-3-methylglutaric acid in urine	HP:0410051
Increased level of D-threitol in CSF	HP:0410058
Increased level of D-threitol in plasma	HP:0410057
Increased level of D-threitol in urine	HP:0410059
Increased level of L-fucose in urine	HP:0410067
Increased level of L-glutamic acid in blood	HP:0410068
Increased level of L-pyroglutamic acid in urine	HP:0410132
Increased level of galactitol in plasma	HP:0410061
Increased level of galactitol in red blood cells	HP:0410064
Increased level of galactitol in urine	HP:0410062
Increased level of galactonate in red blood cells	HP:0410063
Increased level of gamma-aminobutyric acid in urine	HP:0500253
Increased level of hippuric acid in urine	HP:0410066
Increased level of methylsuccinic acid in urine	HP:0410153
Increased level of platelet-activating factor	HP:0040178
Increased level of propylene glycol in blood	HP:0410069
Increased level of ribitol in CSF	HP:0410071
Increased level of ribitol in urine	HP:0410070
Increased level of ribose in CSF	HP:0410073
Increased level of ribose in urine	HP:0410072
Increased level of xylitol in CSF	HP:0410075
Increased level of xylitol in urine	HP:0410074
Increased libido	HP:0046503
Increased mean corpuscular hemoglobin concentration	HP:0025548
Increased mean corpuscular volume	HP:0005518
Increased mean platelet volume	HP:0011877
Increased megakaryocyte colony forming unit count	HP:0034010
Increased megakaryocyte count	HP:0005513
Increased micromegakaryocyte count	HP:0031386
Increased mitochondrial number	HP:0040014
Increased muscle fatiguability	HP:0003750
Increased muscle glycogen content	HP:0009051
Increased muscle lipid content	HP:0009058
Increased neuronal autofluorescent lipopigment	HP:0002074
Increased neutrophil mitochondria	HP:0041045
Increased neutrophil ribosomes	HP:0041046
Increased nuchal translucency	HP:0010880
Increased number of skin folds	HP:0007522
Increased oocyte death	HP:0032571
Increased overbite	HP:0011094
Increased phosphoribosylpyrophosphate synthetase level	HP:0003240
Increased pineal volume	HP:0012686
Increased pituitary glycoprotein hormone alpha subunit level	HP:0031208
Increased placental thickness	HP:0032548
Increased proinsulin:insulin ratio	HP:0031883
Increased proportion autoreactive unresponsive CD21-/low B cells	HP:0033207
Increased proportion of CD25+ mast cells	HP:0031408
Increased proportion of CD4-positive T cells	HP:0032219
Increased proportion of HLA DR+ T cells	HP:0002853
Increased proportion of gamma-delta T cells	HP:0500270
Increased proportion of memory T cells	HP:0032184
Increased proportion of transitional B cells	HP:0030381
Increased proteinogenic amino acid level in urine	HP:0033100
Increased pulmonary vascular resistance	HP:0005317
Increased radioactive iodine uptake	HP:0031220
Increased rate of premature chromosome condensation	HP:0003451
Increased red blood cell count	HP:0020059
Increased red blood cell mass	HP:0001898
Increased red cell hemolysis by shear stress	HP:0008269
Increased red cell osmotic fragility	HP:0005502
Increased red cell osmotic resistance	HP:0005546
Increased red cell sickling tendency	HP:0008346
Increased renal tubular phosphate reabsorption	HP:0005571
Increased sarcoplasmic glycogen	HP:0030232
Increased sensitivity to ionizing radiation	HP:0011133
Increased serine family amino acid in urine	HP:0033099
Increased serum beta-hexosaminidase	HP:0003333
Increased serum bile acid concentration	HP:0012202
Increased serum bile acid concentration during pregnancy	HP:0200150
Increased serum estradiol	HP:0025134
Increased serum insulin-like growth factor 1	HP:0030269
Increased serum interferon-gamma level	HP:0030356
Increased serum iron	HP:0003452
Increased serum lactate	HP:0002151
Increased serum leptin	HP:0031793
Increased serum prostaglandin E2	HP:0003566
Increased serum pyruvate	HP:0003542
Increased serum serotonin	HP:0003144
Increased serum sorbitol concentration	HP:0033124
Increased serum testosterone level	HP:0030088
Increased serum zinc	HP:0011424
Increased size of nasopharyngeal adenoids	HP:0040261
Increased size of the clitoris	HP:0040253
Increased size of the mandible	HP:0040309
Increased skull ossification	HP:0004330
Increased spinal bone density	HP:0004563
Increased stool urobilinogen concentration	HP:0500115
Increased subcutaneous truncal adipose tissue	HP:0009003
Increased sulfur amino acid level in urine	HP:0033095
Increased susceptibility to fractures	HP:0002659
Increased theta frequency activity in EEG	HP:0031535
Increased total bilirubin	HP:0003573
Increased total iron binding capacity	HP:0025196
Increased upper to lower segment ratio	HP:0012774
Increased urinary 11-deoxycorticosterone level	HP:0032330
Increased urinary 8-oxo-7,8-dihydroguanosine level	HP:0033984
Increased urinary O-linked sialopeptides	HP:0003461
Increased urinary cortisol level	HP:0012030
Increased urinary disaccharide excretion	HP:0012066
Increased urinary galactosylated oligosaccharide	HP:0410346
Increased urinary glycerol	HP:0040301
Increased urinary hypoxanthine	HP:0011814
Increased urinary non-proteinogenic amino acid level	HP:0033098
Increased urinary porphobilinogen	HP:0012217
Increased urinary potassium	HP:0003081
Increased urinary sulfite	HP:0011942
Increased urinary taurine	HP:0003166
Increased urinary thiosulfate	HP:0011943
Increased urinary type 1 collagen N-terminal telopeptide level	HP:0032208
Increased urinary urate	HP:0012611
Increased urine alpha-ketoglutarate concentration	HP:0012402
Increased urine deoxypyridinoline level	HP:0033355
Increased urine harderoporphyrin level	HP:0033627
Increased urine proteinogenic amino acid derivative level	HP:0033097
Increased urine succinate level	HP:0033092
Increased variability in muscle fiber diameter	HP:0003557
Increased vertebral height	HP:0004570
Increased waist to hip ratio	HP:0031819
Induced vaginal delivery	HP:0030369
Ineffective esophageal peristalsis	HP:0031857
Inertia	HP:0030216
Infancy onset short-trunk short stature	HP:0011406
Infantile axial hypotonia	HP:0009062
Infantile constant exotropia	HP:0032009
Infantile encephalopathy	HP:0007105
Infantile hypercalcemia	HP:0008250
Infantile muscular hypotonia	HP:0008947
Infantile onset	HP:0003593
Infantile sensorineural hearing impairment	HP:0008610
Infantile spasms	HP:0012469
Infection associated neutropenia	HP:0410256
Infection following live vaccination	HP:0020085
Infection-related seizure	HP:0032892
Infectious encephalitis	HP:0002383
Inferior cerebellar vermis hypoplasia	HP:0007068
Inferior lens subluxation	HP:0008494
Inferior oblique muscle overaction	HP:0025599
Inferiorly positioned umbilicus	HP:0032527
Infertility	HP:0000789
Inflammation of the large intestine	HP:0002037
Inflammatory abnormality of the eye	HP:0100533
Inflammatory abnormality of the skin	HP:0011123
Inflammatory myopathy	HP:0009071
Inflexible adherence to routines or rituals	HP:0000732
Infra-orbital crease	HP:0100876
Infra-orbital fold	HP:0011232
Inguinal freckling	HP:0030052
Inguinal hernia	HP:0000023
Inlet ventricular septal defect	HP:0011622
Inner retinal layer loss on macular OCT	HP:0030620
Insidious onset	HP:0003587
Insomnia	HP:0100785
Inspiratory stridor	HP:0005348
Insulin insensitivity	HP:0008189
Insulin receptor antibody positivity	HP:0031104
Insulin resistance	HP:0000855
Insulin-dependent but ketosis-resistant diabetes	HP:0008205
Insulin-resistant diabetes mellitus	HP:0000831
Insulin-resistant diabetes mellitus at puberty	HP:0000877
Insulinoma	HP:0012197
Intellectual disability	HP:0001249
Intellectual disability, borderline	HP:0006889
Intellectual disability, mild	HP:0001256
Intellectual disability, moderate	HP:0002342
Intellectual disability, profound	HP:0002187
Intellectual disability, progressive	HP:0006887
Intellectual disability, severe	HP:0010864
Intention tremor	HP:0002080
Intercostal muscle weakness	HP:0004878
Intercrural pterygium	HP:0009757
Interface hepatitis	HP:0032220
Interhemispheric cyst	HP:0032327
Interhypothalamic Adhesion	HP:0033105
Interictal EEG abnormality	HP:0025373
Interictal epileptiform activity	HP:0011182
Interlobular septal thickening	HP:0030879
Intermediate young adult onset	HP:0025709
Intermittent claudication	HP:0004417
Intermittent diarrhea	HP:0002254
Intermittent episodes of respiratory insufficiency due to muscle weakness	HP:0004889
Intermittent generalized erythematous papular rash	HP:0007432
Intermittent hyperventilation	HP:0004879
Intermittent hypothermia	HP:0005964
Intermittent jaundice	HP:0001046
Intermittent lactic acidemia	HP:0004913
Intermittent microsaccadic pursuits	HP:0007944
Intermittent painful muscle spasms	HP:0011964
Intermittent thrombocytopenia	HP:0004854
Internal carotid artery dissection	HP:0012159
Internal carotid artery hypoplasia	HP:0005290
Internal hemorrhage	HP:0011029
Internal ophthalmoplegia	HP:0007942
Internally nucleated skeletal muscle fibers	HP:0031237
Internally rotated shoulders	HP:0006659
Interosseus muscle atrophy	HP:0007181
Interphalangeal joint contracture of finger	HP:0001220
Interphalangeal joint erosions	HP:0006252
Interrupted aortic arch	HP:0011611
Interrupted inferior vena cava with azygous continuation	HP:0011671
Interstitial cardiac fibrosis	HP:0031329
Interstitial emphysema	HP:0032965
